country_code,year,medal_count,death_rate,athlete_count,ratio
AFG,2008,1,237.5095918951293,4,0.25
AFG,2012,1,207.38870222109674,6,0.16666666666666666
ARG,1992,2,45.70004430232637,157,0.012738853503184714
ARG,1996,20,43.19155251966903,221,0.09049773755656108
ARG,2000,20,42.73940102751991,165,0.12121212121212122
ARG,2004,49,41.1329308765786,179,0.2737430167597765
ARG,2008,51,38.336821050402975,145,0.35172413793103446
ARG,2012,19,36.006210287911955,148,0.12837837837837837
ARG,2016,22,31.838073425521078,232,0.09482758620689655
ARM,1996,2,106.76469709853134,38,0.05263157894736842
ARM,2000,1,93.84658134365908,26,0.038461538461538464
ARM,2008,6,81.78156822279996,26,0.23076923076923078
ARM,2012,3,72.48638652217669,31,0.0967741935483871
ARM,2016,4,64.86230501424498,34,0.11764705882352941
AUS,1992,57,25.70745496366259,431,0.13225058004640372
AUS,1996,132,23.04465163005374,550,0.24
AUS,2000,183,19.39821909636532,788,0.23223350253807107
AUS,2004,157,16.34769749023735,601,0.2612312811980033
AUS,2008,149,14.646833010905398,570,0.2614035087719298
AUS,2012,114,12.659725312034098,514,0.22178988326848248
AUS,2016,82,10.586439853479725,518,0.1583011583011583
AUT,1992,6,34.7505220834778,248,0.024193548387096774
AUT,1996,3,32.553410382125755,92,0.03260869565217391
AUT,2000,4,29.14994519549931,114,0.03508771929824561
AUT,2004,8,26.059428326258526,92,0.08695652173913043
AUT,2008,3,22.77524311531383,93,0.03225806451612903
AUT,2016,2,17.812976640233504,85,0.023529411764705882
AZE,1996,1,126.7403623497629,24,0.041666666666666664
AZE,2000,3,111.7348178618593,32,0.09375
AZE,2004,5,109.27693809169088,37,0.13513513513513514
AZE,2008,7,97.72392920774243,44,0.1590909090909091
AZE,2012,10,89.90256184417429,59,0.1694915254237288
AZE,2016,18,80.7165557943871,69,0.2608695652173913
BDI,1996,1,233.2424051317994,7,0.14285714285714285
BDI,2016,1,144.35628994473123,10,0.1
BEL,1992,3,37.95673593766118,110,0.02727272727272727
BEL,1996,6,34.75089994035246,81,0.07407407407407407
BEL,2000,7,32.37665767377515,94,0.07446808510638298
BEL,2004,3,28.770306153529884,70,0.04285714285714286
BEL,2008,5,26.06965397635318,112,0.044642857142857144
BEL,2012,3,23.06005561514013,142,0.02112676056338028
BEL,2016,21,19.272908553596018,138,0.15217391304347827
BLR,1996,23,79.7972639586836,259,0.0888030888030888
BLR,2000,22,77.95938517050145,231,0.09523809523809523
BLR,2004,15,78.84639850384417,192,0.078125
BLR,2008,29,70.04607007920916,237,0.12236286919831224
BLR,2012,23,60.024917471278044,185,0.12432432432432433
BLR,2016,12,50.78554254856133,142,0.08450704225352113
BRA,1992,14,69.97593942904952,249,0.05622489959839357
BRA,1996,63,60.677567773167105,251,0.250996015936255
BRA,2000,48,50.9968563242018,236,0.2033898305084746
BRA,2004,40,45.22023967329941,318,0.12578616352201258
BRA,2008,78,39.40700664459148,338,0.23076923076923078
BRA,2012,59,35.39068712491836,306,0.19281045751633988
BRA,2016,50,30.349578155443645,583,0.08576329331046312
BRN,2012,1,29.52440600015166,14,0.07142857142857142
BRN,2016,2,20.478625328003286,33,0.06060606060606061
CAN,1992,44,23.009470509058634,631,0.06973058637083994
CAN,1996,50,22.18101304647748,408,0.12254901960784313
CAN,2000,31,20.264862852606562,422,0.07345971563981042
CAN,2004,17,18.40919357387859,391,0.043478260869565216
CAN,2008,35,16.51813805891428,449,0.0779510022271715
CAN,2012,55,13.829675583586221,354,0.1553672316384181
CAN,2016,69,11.002674780961692,405,0.17037037037037037
CHN,1992,82,177.2834671803102,468,0.1752136752136752
CHN,1996,106,155.38579494335812,438,0.2420091324200913
CHN,2000,79,133.13668522384467,414,0.19082125603864733
CHN,2004,94,118.0011858408618,518,0.18146718146718147
CHN,2008,184,95.43912890437898,730,0.25205479452054796
CHN,2012,125,85.77144183514751,479,0.2609603340292276
CHN,2016,113,74.70570934957617,499,0.22645290581162325
CIV,2016,2,123.02454755770036,15,0.13333333333333333
CMR,2000,18,163.63020246237429,39,0.46153846153846156
CMR,2004,1,156.97417645269013,19,0.05263157894736842
CMR,2008,1,147.02824304823068,32,0.03125
COL,1992,1,53.92457020883623,61,0.01639344262295082
COL,2000,1,40.42246475201321,54,0.018518518518518517
COL,2004,2,38.0569881361012,71,0.028169014084507043
COL,2008,2,33.07322475298272,90,0.022222222222222223
COL,2012,8,26.588128214090606,120,0.06666666666666667
COL,2016,8,22.415220772082826,157,0.050955414012738856
CUB,1992,69,52.56296003149388,196,0.3520408163265306
CUB,1996,55,50.897232868337,178,0.3089887640449438
CUB,2000,65,43.999918929156735,271,0.23985239852398524
CUB,2004,62,40.69539010240443,177,0.3502824858757062
CUB,2008,47,37.76451813649393,171,0.27485380116959063
CUB,2012,14,34.17961436755158,118,0.11864406779661017
CUB,2016,11,32.94971454020374,143,0.07692307692307693
CYP,2012,1,29.41645465883507,13,0.07692307692307693
CZE,1996,13,54.78861829827335,169,0.07692307692307693
CZE,2000,9,46.86383997288032,162,0.05555555555555555
CZE,2004,13,42.35643632291407,171,0.07602339181286549
CZE,2008,7,38.46517075514859,158,0.04430379746835443
CZE,2012,14,34.859637210577304,159,0.0880503144654088
CZE,2016,15,30.791526739212106,135,0.1111111111111111
DOM,2004,1,36.62518859735959,33,0.030303030303030304
DOM,2008,2,36.77349054900893,27,0.07407407407407407
DOM,2012,2,36.152273749783006,36,0.05555555555555555
DOM,2016,1,37.686763633898266,30,0.03333333333333333
ECU,1996,1,40.58898169043892,28,0.03571428571428571
ECU,2008,1,36.873884870516186,26,0.038461538461538464
EGY,2004,5,119.21321128008917,104,0.04807692307692308
EGY,2008,1,115.87345283435319,116,0.008620689655172414
EGY,2012,2,113.4428130123153,132,0.015151515151515152
EGY,2016,3,114.10889105390818,137,0.021897810218978103
ERI,2004,1,171.22997919164624,5,0.2
ESP,1992,69,30.192931845612765,582,0.11855670103092783
ESP,1996,66,27.965041501985258,384,0.171875
ESP,2000,42,25.27931282894245,431,0.09744779582366589
ESP,2004,30,22.73765548521124,423,0.07092198581560284
ESP,2008,70,19.940107676471055,355,0.19718309859154928
ESP,2012,63,17.15335626660779,339,0.18584070796460178
ESP,2016,45,14.776496470057172,363,0.12396694214876033
EST,1992,3,53.836478570178556,97,0.030927835051546393
EST,2000,3,42.948624015714664,41,0.07317073170731707
EST,2004,3,37.251026764338064,45,0.06666666666666667
EST,2008,3,29.229273515827437,53,0.05660377358490566
EST,2012,2,20.836374403574347,36,0.05555555555555555
EST,2016,4,15.982268164677272,49,0.08163265306122448
ETH,1992,3,156.74357428637774,24,0.125
ETH,1996,3,162.06369922243405,19,0.15789473684210525
ETH,2000,8,165.80155055575605,27,0.2962962962962963
ETH,2004,7,151.36059800644742,27,0.25925925925925924
ETH,2008,7,127.59151136207089,29,0.2413793103448276
ETH,2012,7,105.1935257431625,34,0.20588235294117646
ETH,2016,8,90.64138256531291,38,0.21052631578947367
FIN,1992,7,25.37529128243032,244,0.028688524590163935
FIN,1996,4,21.461426062714256,105,0.0380952380952381
FIN,2000,5,18.68085077967553,88,0.056818181818181816
FIN,2004,2,15.723124248383803,67,0.029850746268656716
FIN,2008,5,13.455365666140956,70,0.07142857142857142
FIN,2012,5,10.633956851571511,69,0.07246376811594203
FIN,2016,1,8.40169621134432,67,0.014925373134328358
FRA,1992,57,24.55018438465525,670,0.08507462686567165
FRA,1996,51,22.4384733371714,453,0.11258278145695365
FRA,2000,66,20.264763518349074,470,0.14042553191489363
FRA,2004,53,17.80167122540499,461,0.11496746203904555
FRA,2008,77,16.32853943912251,448,0.171875
FRA,2012,82,14.629071244600873,426,0.19248826291079812
FRA,2016,96,11.967906775869775,512,0.1875
GAB,2012,1,77.44657036373395,21,0.047619047619047616
GBR,1992,50,40.194807372847606,602,0.08305647840531562
GBR,1996,26,36.64872973904437,391,0.06649616368286446
GBR,2000,54,31.372650063627308,415,0.13012048192771083
GBR,2004,57,26.560149433791427,360,0.15833333333333333
GBR,2008,81,23.082248742556626,420,0.19285714285714287
GBR,2012,126,19.48783946129366,684,0.18421052631578946
GBR,2016,145,17.89133733863719,478,0.303347280334728
GEO,1996,2,88.52012502825593,42,0.047619047619047616
GEO,2000,6,86.19364055259082,47,0.1276595744680851
GEO,2004,4,86.77750346464875,39,0.10256410256410256
GEO,2008,6,81.2932456160621,38,0.15789473684210525
GEO,2012,7,72.9425228163371,36,0.19444444444444445
GEO,2016,7,70.0353734834092,45,0.15555555555555556
GHA,1992,20,127.86046639298924,41,0.4878048780487805
HUN,1992,45,76.19265751437521,413,0.1089588377723971
HUN,1996,43,65.5979372580432,315,0.1365079365079365
HUN,2000,53,58.23102229755155,238,0.22268907563025211
HUN,2004,40,54.800949559643314,258,0.15503875968992248
HUN,2008,27,51.669149254782894,216,0.125
HUN,2012,26,46.54151388767903,201,0.12935323383084577
HUN,2016,22,40.53679743524542,204,0.10784313725490197
IND,1996,1,187.942661528214,54,0.018518518518518517
IND,2000,1,175.9397185755657,70,0.014285714285714285
IND,2004,1,151.57150286192956,81,0.012345679012345678
IND,2008,3,147.32481232703338,67,0.04477611940298507
IND,2012,6,141.78317718011994,95,0.06315789473684211
IND,2016,2,134.64393837108747,130,0.015384615384615385
IRL,1992,2,42.033824346950276,81,0.024691358024691357
IRL,1996,4,38.72795298122563,99,0.04040404040404041
IRL,2000,1,34.39086279198148,76,0.013157894736842105
IRL,2008,3,21.542376616362958,63,0.047619047619047616
IRL,2012,5,18.087507043427888,76,0.06578947368421052
IRL,2016,3,14.82763004157547,93,0.03225806451612903
ISL,2000,1,17.66700620131772,29,0.034482758620689655
ISL,2008,14,13.865183248741106,31,0.45161290322580644
ISR,1992,2,45.83059192913305,44,0.045454545454545456
ISR,1996,1,39.61968519928718,38,0.02631578947368421
ISR,2000,1,37.776877565790485,58,0.017241379310344827
ISR,2004,2,31.66398013506779,46,0.043478260869565216
ISR,2008,1,27.40718847645787,60,0.016666666666666666
ISR,2016,2,21.322639861469522,59,0.03389830508474576
ITA,1992,45,33.40706761446104,611,0.07364975450081833
ITA,1996,71,29.554347675259244,460,0.15434782608695652
ITA,2000,65,26.70705469065152,457,0.1422319474835886
ITA,2004,104,23.773135317036687,474,0.21940928270042195
ITA,2008,42,21.610835576368007,459,0.0915032679738562
ITA,2012,68,19.548885201204893,382,0.17801047120418848
ITA,2016,72,17.030851166842936,399,0.18045112781954886
JAM,1992,4,47.416885900572126,59,0.06779661016949153
JAM,1996,16,48.26572607894791,69,0.2318840579710145
JAM,2000,23,46.56254732365795,65,0.35384615384615387
JAM,2004,13,38.675553420883254,62,0.20967741935483872
JAM,2008,14,38.930246438419466,66,0.21212121212121213
JAM,2012,25,38.736722671068094,62,0.4032258064516129
JAM,2016,30,42.42710728919807,77,0.38961038961038963
JOR,2016,1,39.668979892924014,8,0.125
JPN,1992,47,24.063597183639317,528,0.08901515151515152
JPN,1996,42,20.44749867336275,448,0.09375
JPN,2000,44,17.808813010030114,363,0.12121212121212122
JPN,2004,93,16.03013089866563,414,0.2246376811594203
JPN,2008,51,14.865089128986085,457,0.11159737417943107
JPN,2012,84,13.262562621970325,399,0.21052631578947367
JPN,2016,64,11.340931868004894,436,0.14678899082568808
KAZ,1996,11,104.40494667527885,142,0.07746478873239436
KAZ,2000,7,91.07928729382868,158,0.04430379746835443
KAZ,2004,8,87.82014186085098,130,0.06153846153846154
KAZ,2008,13,76.41874662210061,146,0.08904109589041095
KAZ,2012,13,63.74417312847067,132,0.09848484848484848
KAZ,2016,18,52.639266403361646,123,0.14634146341463414
KEN,1992,8,124.91131526593362,55,0.14545454545454545
KEN,1996,8,121.83310744269913,54,0.14814814814814814
KEN,2000,7,122.09710695049434,59,0.11864406779661017
KEN,2004,7,119.80116072841356,46,0.15217391304347827
KEN,2008,15,112.41768754749279,47,0.3191489361702128
KEN,2012,11,103.1214931533754,51,0.21568627450980393
KEN,2016,13,92.04585121892661,80,0.1625
KGZ,2000,1,119.60918474001683,71,0.014084507042253521
KGZ,2008,2,106.7079087007878,22,0.09090909090909091
KOR,1992,49,49.24111143940294,379,0.12928759894459102
KOR,1996,66,42.145111234852386,417,0.15827338129496402
KOR,2000,73,41.42906395218284,359,0.20334261838440112
KOR,2004,52,36.50769672517716,344,0.1511627906976744
KOR,2008,78,29.644190967484292,329,0.23708206686930092
KOR,2012,61,25.947490487736488,312,0.1955128205128205
KOR,2016,26,21.884708352766697,263,0.09885931558935361
LTU,1992,13,56.60546760926675,67,0.19402985074626866
LTU,1996,11,53.90154631497748,81,0.13580246913580246
LTU,2000,17,44.77774234153415,77,0.22077922077922077
LTU,2004,3,45.08066974475728,70,0.04285714285714286
LTU,2008,5,46.03313045629631,78,0.0641025641025641
LTU,2012,5,38.143727694605936,72,0.06944444444444445
LTU,2016,7,33.548517631413205,80,0.0875
MAR,1992,3,86.13035537708167,68,0.04411764705882353
MAR,1996,2,85.61302641569593,38,0.05263157894736842
MAR,2000,5,83.37212750417444,55,0.09090909090909091
MAR,2004,3,79.47116698363621,57,0.05263157894736842
MAR,2008,2,76.38271305221302,49,0.04081632653061224
MAR,2012,1,68.86991730759809,67,0.014925373134328358
MAR,2016,1,68.43200523651471,52,0.019230769230769232
MDA,1996,3,113.29876508191315,50,0.06
MDA,2000,2,96.3070186605768,35,0.05714285714285714
MDA,2008,1,75.12039394173442,30,0.03333333333333333
MDA,2012,2,60.3284851796358,20,0.1
MEX,1992,1,60.99804440523653,174,0.005747126436781609
MEX,1996,1,58.33915052094814,111,0.009009009009009009
MEX,2000,6,51.94815752742264,98,0.061224489795918366
MEX,2004,4,49.610416541823014,137,0.029197080291970802
MEX,2008,4,47.7004139422465,103,0.038834951456310676
MEX,2012,24,46.37679719123764,119,0.20168067226890757
MEX,2016,5,44.73708440571189,139,0.03597122302158273
MKD,2000,1,75.64114886523276,15,0.06666666666666667
MNE,2012,14,50.45517453187439,34,0.4117647058823529
MOZ,1996,1,184.7822661886028,3,0.3333333333333333
MOZ,2000,1,170.9906861609582,4,0.25
NAM,1992,2,140.0658037021601,10,0.2
NAM,1996,2,139.8999238704417,10,0.2
NOR,1992,23,26.17853511244381,270,0.08518518518518518
NOR,1996,23,22.94427345844558,116,0.19827586206896552
NOR,2000,43,21.23275945162043,115,0.3739130434782609
NOR,2004,7,17.824780275101865,60,0.11666666666666667
NOR,2008,22,16.168879460768064,102,0.21568627450980393
NOR,2012,17,13.863696553528671,69,0.2463768115942029
NOR,2016,19,10.855094877469543,77,0.24675324675324675
NZL,1992,15,23.217823830479666,185,0.08108108108108109
NZL,1996,9,21.159884791734356,129,0.06976744186046512
NZL,2000,4,17.124090397275484,177,0.022598870056497175
NZL,2004,6,15.14823603670798,184,0.03260869565217391
NZL,2008,15,13.217102491687566,201,0.07462686567164178
NZL,2012,27,10.912242298356157,204,0.1323529411764706
NZL,2016,36,8.646934412209875,232,0.15517241379310345
PAK,1992,16,148.65603835486007,28,0.5714285714285714
PAN,2008,1,26.514853228190766,5,0.2
PER,1992,1,76.08968903301961,21,0.047619047619047616
POL,1992,46,77.21727677419985,361,0.12742382271468145
POL,1996,22,66.24334024731024,207,0.10628019323671498
POL,2000,24,56.15625983242533,240,0.1
POL,2004,12,50.05660357618017,224,0.05357142857142857
POL,2008,20,47.216339452959105,316,0.06329113924050633
POL,2012,12,40.73207265419584,256,0.046875
POL,2016,16,35.09465572067202,289,0.05536332179930796
PRK,1992,10,160.5070110375303,159,0.06289308176100629
PRK,1996,5,170.18887758815413,36,0.1388888888888889
PRK,2000,4,181.9027782979605,47,0.0851063829787234
PRK,2004,5,176.36250612274728,71,0.07042253521126761
PRK,2008,6,164.08747398639107,66,0.09090909090909091
PRK,2012,6,153.20885892461507,57,0.10526315789473684
PRK,2016,7,142.63436198327207,38,0.18421052631578946
QAT,1992,1,132.75174299240567,30,0.03333333333333333
QAT,2000,1,117.22164013393828,19,0.05263157894736842
QAT,2012,2,71.45039386552867,14,0.14285714285714285
QAT,2016,1,62.04042744836082,42,0.023809523809523808
ROU,1992,53,89.03010508479329,368,0.14402173913043478
ROU,1996,38,86.94458278544326,284,0.13380281690140844
ROU,2000,46,70.186707136138,252,0.18253968253968253
ROU,2004,39,62.687503349252225,193,0.20207253886010362
ROU,2008,22,53.110940078361246,172,0.12790697674418605
ROU,2012,16,45.54557436211496,155,0.1032258064516129
ROU,2016,16,40.79870077511529,121,0.1322314049586777
RUS,1996,115,74.98906916084016,552,0.20833333333333334
RUS,2000,187,75.16086571892743,602,0.3106312292358804
RUS,2004,189,76.2284659878175,593,0.31871838111298484
RUS,2008,142,65.86957409246567,600,0.23666666666666666
RUS,2012,140,51.27870147404287,549,0.2550091074681239
RUS,2016,115,43.76386603444572,406,0.2832512315270936
SGP,2008,3,29.18305657697714,36,0.08333333333333333
SGP,2012,4,24.163979869428708,36,0.1111111111111111
SGP,2016,1,19.932635819194875,32,0.03125
SRB,2008,15,76.559956486415075,97,0.15463917525773196
SRB,2012,16,72.77353584867892,134,0.11940298507462686
SRB,2016,54,63.988774383850966,127,0.4251968503937008
SUR,1992,1,69.1518430207965,9,0.1111111111111111
SVK,1996,3,62.63671372145151,98,0.030612244897959183
SVK,2000,6,57.91105667848787,132,0.045454545454545456
SVK,2004,10,53.042693153246866,84,0.11904761904761904
SVK,2008,10,50.04299155847037,67,0.14925373134328357
SVK,2012,5,41.48737790804382,65,0.07692307692307693
SVK,2016,8,35.80706769758997,63,0.12698412698412698
SWE,1992,35,21.40880133589553,388,0.09020618556701031
SWE,1996,31,18.97549889432246,233,0.13304721030042918
SWE,2000,32,17.382270666349704,198,0.16161616161616163
SWE,2004,12,15.432583780081451,157,0.07643312101910828
SWE,2008,7,13.918423512674638,169,0.04142011834319527
SWE,2012,22,11.211472560658724,168,0.13095238095238096
SWE,2016,28,9.280194026324793,186,0.15053763440860216
SYR,1996,1,89.75123550245094,8,0.125
SYR,2004,1,69.31603065429613,6,0.16666666666666666
THA,1992,1,78.5098811604248,64,0.015625
THA,1996,2,70.81261319879687,58,0.034482758620689655
THA,2000,3,58.425620756117006,68,0.04411764705882353
THA,2004,8,49.02629897482352,51,0.1568627450980392
THA,2008,4,43.15141795015135,53,0.07547169811320754
THA,2012,3,37.66813809005544,43,0.06976744186046512
THA,2016,6,33.060405561149175,58,0.10344827586206896
TJK,2008,2,103.91173749019387,16,0.125
TJK,2012,1,97.3802105595311,16,0.0625
TJK,2016,1,94.42678374640046,7,0.14285714285714285
TTO,1996,2,83.98595097196949,16,0.125
TTO,2000,2,74.41305803767122,29,0.06896551724137931
TTO,2004,1,68.64569915914132,26,0.038461538461538464
TTO,2008,6,62.07789224968325,35,0.17142857142857143
TTO,2012,10,50.210971717911896,38,0.2631578947368421
TTO,2016,1,51.57747791657147,43,0.023255813953488372
TUN,1996,1,69.82021833984977,52,0.019230769230769232
TUN,2008,1,54.89706560161365,29,0.034482758620689655
TUN,2012,3,51.42527246985999,87,0.034482758620689655
TUN,2016,3,52.418097566033126,65,0.046153846153846156
TUR,1992,6,91.53089616366272,71,0.08450704225352113
TUR,1996,6,81.3059864210619,61,0.09836065573770492
TUR,2000,5,65.82079254754753,67,0.07462686567164178
TUR,2004,11,53.91543043352576,74,0.14864864864864866
TUR,2008,7,50.78737289051264,71,0.09859154929577464
TUR,2012,5,50.24447584268449,119,0.04201680672268908
TUR,2016,8,47.881273224413576,119,0.06722689075630252
UGA,1996,1,156.4597940847321,12,0.08333333333333333
UGA,2012,1,105.0211169927651,16,0.0625
UKR,1996,34,100.94693841802496,351,0.09686609686609686
UKR,2000,35,89.8444662333548,368,0.09510869565217392
UKR,2004,47,87.89856876745449,357,0.13165266106442577
UKR,2008,31,83.19835961173418,327,0.09480122324159021
UKR,2012,26,65.81095493378028,304,0.08552631578947369
UKR,2016,15,67.76833734551823,272,0.05514705882352941
USA,1992,224,30.27920292684471,968,0.23140495867768596
USA,1996,259,29.992712369654072,839,0.30870083432657924
USA,2000,242,29.107688889261976,764,0.31675392670157065
USA,2004,263,26.965197767784062,726,0.3622589531680441
USA,2008,317,24.654823568542454,763,0.41546526867627787
USA,2012,248,21.981942629312762,689,0.3599419448476052
USA,2016,264,18.805666182240937,719,0.3671766342141864
UZB,1996,2,117.70396025405994,95,0.021052631578947368
UZB,2000,4,118.70347847311568,85,0.047058823529411764
UZB,2004,5,132.40125620316545,79,0.06329113924050633
UZB,2008,6,127.58539090782247,69,0.08695652173913043
UZB,2012,3,117.91786591677314,56,0.05357142857142857
UZB,2016,13,105.8142264331703,80,0.1625
VEN,2004,2,38.434199944146634,53,0.03773584905660377
VEN,2008,1,38.55256750852561,126,0.007936507936507936
VEN,2012,1,37.303119698042956,85,0.011764705882352941
VEN,2016,3,34.430328988302726,105,0.02857142857142857
